Rk,Player,WAR,IP,Year,Age,Tm,Lg,G,GS,CG,SHO,GF,W,L,W-L%,SV,H,R,ER,BB,SO,ERA,FIP,K%,BB%,ERA+,BAbip,HR,BF,AB,2B,3B,IBB,HBP,SH,SF,GDP,SB,CS,PO,BK,WP,BA,OBP,SLG,OPS,OPS+,Pit,Str
32,Josh Beckett\beckejo02,2.1,115.2,2014,34,LAD,NL,20,20,1,1,0,6,6,0.5,0,96,41,37,39,107,2.88,4.33,22.5%,8.2%,121,0.261,17,475,424,26,0,2,5,3,3,4,12,6,0,0,1,0.226,0.297,0.408,0.705,105,1909,1192
33,Hiroki Kuroda\kurodhi01,2.1,199,2014,39,NYY,AL,32,32,0,0,0,11,9,0.55,0,191,91,82,35,146,3.71,3.6,17.8%,4.3%,103,0.282,20,820,767,36,3,0,7,5,6,15,4,2,1,0,13,0.249,0.286,0.382,0.668,88,3097,1969
34,Yordano Ventura\ventuyo01,2,186,2016,25,KCR,AL,32,32,2,0,0,11,12,0.478,0,190,96,92,78,144,4.45,4.59,17.7%,9.6%,97,0.298,23,816,723,35,3,1,8,3,4,21,4,4,2,1,13,0.263,0.339,0.415,0.754,102,3048,1868
35,Jeff Gray\grayje01,2,61.2,1991,28,BOS,AL,50,0,0,0,20,2,3,0.4,1,39,17,16,10,41,2.34,3.54,17.8%,4.3%,186,0.189,7,231,216,11,1,4,1,3,1,3,5,3,0,0,2,0.181,0.219,0.338,0.557,48,,
36,Carlos Silva\silvaca01,1.9,113,2010,31,CHC,NL,21,21,0,0,0,10,6,0.625,0,120,55,53,24,80,4.22,3.75,16.7%,5.0%,100,0.308,11,480,439,20,5,2,7,4,6,10,7,3,0,0,4,0.273,0.317,0.417,0.734,98,1741,1153
37,Chuck Finley\finlech01,1.9,190.2,2002,39,TOT,ML,32,32,2,1,0,11,15,0.423,0,183,97,88,78,174,4.15,3.27,21.5%,9.6%,102,0.317,13,809,717,37,4,6,1,7,6,20,17,10,0,0,3,0.255,0.327,0.372,0.699,89,3124,1932
38,Claude Osteen\osteecl01,1.9,204.1,1975,35,CHW,AL,37,37,5,0,0,7,16,0.304,0,237,110,99,92,63,4.36,4.37,6.9%,10.0%,90,0.301,16,919,807,32,8,2,2,11,7,21,13,12,3,0,2,0.294,0.365,0.413,0.777,117,,
39,Cory Lidle\lidleco01,1.8,170.2,2006,34,TOT,ML,31,30,0,0,0,12,10,0.545,0,181,100,92,58,130,4.85,5.12,17.5%,7.8%,96,0.295,30,745,667,42,3,4,11,5,4,15,8,8,0,0,5,0.271,0.338,0.478,0.816,108,2764,1726
40,Brad Radke\radkebr01,1.8,162.1,2006,33,MIN,AL,28,28,0,0,0,12,9,0.571,0,197,87,78,32,83,4.32,4.66,12.1%,4.6%,104,0.318,24,689,641,36,3,3,1,5,10,16,6,5,0,0,2,0.307,0.336,0.485,0.821,111,2478,1671
41,Ted Abernathy\abernte02,1.8,58.1,1972,39,KCR,AL,45,0,0,0,25,3,4,0.429,5,44,15,11,19,28,1.7,3.02,11.7%,8.0%,179,0.228,2,239,212,8,1,3,3,5,2,4,6,2,0,0,0,0.208,0.28,0.283,0.563,72,,
42,Lance McCullers Jr.\mcculla02,1.7,128.1,2018,24,HOU,AL,25,22,0,0,0,10,6,0.625,0,100,60,55,50,142,3.86,3.5,26.9%,9.5%,108,0.279,12,527,465,27,1,0,7,1,4,13,5,2,0,1,14,0.215,0.298,0.355,0.653,80,2108,1318
43,Angel Guzman\guzmaan01,1.7,61,2009,27,CHC,NL,55,0,0,0,14,3,3,0.5,1,41,20,20,23,47,2.95,4.44,19.2%,9.4%,152,0.205,8,245,214,9,0,4,1,5,2,4,2,4,0,0,1,0.192,0.271,0.346,0.617,60,971,622
44,Bill Simas\simasbi01,1.7,67.2,2000,28,CHW,AL,60,0,0,0,9,2,3,0.4,0,69,27,26,22,49,3.46,4.43,17.3%,7.8%,146,0.306,9,283,250,15,1,6,1,6,4,11,0,1,0,0,1,0.276,0.332,0.452,0.784,94,1062,676
45,Ben McDonald\mcdonbe01,1.7,133,1997,29,MIL,AL,21,21,1,0,0,8,7,0.533,0,120,68,60,36,110,4.06,3.65,20.0%,6.5%,115,0.279,13,551,506,27,4,2,5,3,1,14,20,4,0,0,3,0.237,0.294,0.383,0.677,75,,
46,Doyle Alexander\alexado01,1.7,223,1989,38,DET,AL,33,33,5,1,0,6,18,0.25,0,245,118,110,76,95,4.44,4.63,9.7%,7.8%,87,0.284,28,977,876,33,9,3,5,9,11,15,16,10,1,1,4,0.28,0.337,0.434,0.771,117,,
47,James Shields\shielja02,1.6,204.2,2018,36,CHW,AL,34,33,0,0,1,7,16,0.304,0,190,115,103,78,154,4.53,5.09,17.7%,9.0%,93,0.263,34,871,775,41,2,0,9,2,7,10,18,8,4,1,11,0.245,0.319,0.435,0.754,106,3306,2012
48,Pat Rapp\rapppa01,1.6,170,2001,33,ANA,AL,31,28,1,0,1,5,12,0.294,0,169,96,90,71,82,4.76,4.9,11.2%,9.7%,94,0.27,20,731,647,28,2,2,2,3,7,10,12,6,0,0,4,0.261,0.333,0.403,0.736,93,2801,1677
49,Jeff Russell\russeje01,1.6,56,1996,34,TEX,AL,55,0,0,0,11,3,3,0.5,3,58,22,21,22,23,3.38,4.9,9.2%,8.8%,156,0.276,5,249,216,4,2,3,4,3,4,2,4,2,0,0,3,0.269,0.341,0.375,0.716,77,,
50,Tom Hilgendorf\hilgeto01,1.6,96.2,1975,33,PHI,NL,53,0,0,0,14,7,3,0.7,0,81,32,23,38,52,2.14,3.53,12.9%,9.4%,175,0.25,6,403,353,13,2,3,1,7,5,7,0,3,0,0,5,0.229,0.302,0.329,0.631,78,,
51,Bobby Bolin\bolinbo01,1.6,53.1,1973,34,BOS,AL,39,0,0,0,29,3,4,0.429,15,45,16,16,13,31,2.7,3.41,14.6%,6.1%,150,0.252,5,212,194,2,0,2,1,3,1,5,1,0,0,0,1,0.232,0.282,0.32,0.602,64,,
52,Chad Gaudin\gaudich01,1.5,97,2013,30,SFG,NL,30,12,0,0,4,5,2,0.714,0,81,34,33,40,88,3.06,3.34,21.7%,9.9%,113,0.281,6,406,357,17,2,3,2,3,4,3,2,5,0,1,5,0.227,0.305,0.336,0.641,88,1550,964
53,Aquilino Lopez\lopezaq01,1.5,78.2,2008,33,DET,AL,48,0,0,0,18,4,1,0.8,0,86,33,31,22,61,3.55,3.98,17.7%,6.4%,126,0.308,9,344,310,25,1,4,2,0,10,5,4,1,0,1,6,0.277,0.32,0.452,0.771,101,1279,838
54,Roger Clemens\clemero02,1.5,99,2007,44,NYY,AL,18,17,0,0,0,6,6,0.5,0,99,52,46,31,68,4.18,4.14,16.2%,7.4%,108,0.295,9,420,379,15,4,0,5,2,3,9,15,4,0,0,7,0.261,0.323,0.393,0.716,87,1584,962
55,John Burkett\burkejo03,1.5,181.2,2003,38,BOS,AL,32,30,1,0,1,12,9,0.571,0,202,108,104,47,107,5.15,4.21,13.6%,6.0%,91,0.304,20,785,719,53,0,1,9,4,6,19,6,7,0,0,3,0.281,0.33,0.438,0.768,97,2886,1825
56,Dan Spillner\spillda01,1.5,91.2,1985,33,CHW,AL,52,3,0,0,15,4,3,0.571,1,83,39,35,33,41,3.44,4.29,10.9%,8.7%,126,0.252,10,378,338,16,5,2,0,3,3,9,6,4,0,0,4,0.246,0.31,0.411,0.721,92,,
57,C.J. Wilson\wilsocj01,1.4,132,2015,34,LAA,AL,21,21,0,0,0,8,8,0.5,0,118,59,57,46,110,3.89,4.02,19.9%,8.3%,97,0.282,13,553,491,21,1,2,10,2,4,11,5,4,2,1,11,0.24,0.316,0.367,0.682,93,2117,1287
58,Odalis Perez\perezod01,1.4,159.2,2008,30,WSN,NL,30,30,0,0,0,7,12,0.368,0,182,87,77,55,119,4.34,4.62,16.7%,7.7%,99,0.323,22,711,635,47,3,4,8,12,1,12,13,7,4,2,5,0.287,0.351,0.474,0.825,121,2703,1711
59,Andy Benes\benesan01,1.4,97,2002,34,STL,NL,18,17,1,0,0,5,4,0.556,0,80,39,30,51,64,2.78,4.71,15.4%,12.2%,144,0.248,10,417,351,16,1,3,5,5,5,2,5,7,0,0,0,0.228,0.33,0.365,0.695,89,1657,982
60,Pete Ladd\laddpe01,1.4,70.2,1986,29,SEA,AL,52,0,0,0,33,8,6,0.571,6,69,33,30,18,53,3.82,4,18.0%,6.1%,111,0.281,10,294,267,22,3,3,3,0,6,7,8,4,0,0,2,0.258,0.306,0.476,0.782,110,,
61,Ron Reed\reedro01,1.4,73,1984,41,CHW,AL,51,0,0,0,38,0,6,0,12,67,29,25,14,57,3.08,3.07,19.5%,4.8%,136,0.288,7,293,270,12,1,2,1,6,2,8,4,1,0,0,3,0.248,0.286,0.378,0.663,77,,
62,Rob Dressler\dressro01,1.4,149.1,1980,26,SEA,AL,30,14,3,0,9,4,10,0.286,0,161,75,66,33,50,3.98,4.02,8.0%,5.3%,104,0.283,14,624,576,20,10,7,3,4,8,18,7,3,3,1,1,0.28,0.318,0.422,0.74,100,,
63,John Fulgham\fulghjo01,1.4,85.1,1980,24,STL,NL,15,14,4,1,0,4,6,0.4,0,66,33,32,32,48,3.38,3.85,14.2%,9.5%,111,0.238,7,338,302,14,3,1,1,2,1,7,8,5,1,2,1,0.219,0.295,0.354,0.649,83,,
64,Buzz Capra\caprabu01,1.4,139.1,1977,29,ATL,NL,45,16,0,0,7,6,11,0.353,0,142,88,83,80,100,5.36,5.72,15.8%,12.6%,83,0.275,28,633,540,25,8,12,4,6,3,3,23,9,1,0,7,0.263,0.36,0.494,0.855,123,,
65,Woody Williams\williwo02,1.3,188,2007,40,HOU,NL,33,31,0,0,0,8,15,0.348,0,216,114,110,53,101,5.27,5.62,12.1%,6.4%,84,0.291,35,833,755,46,3,5,12,9,4,9,11,4,0,2,1,0.286,0.341,0.494,0.835,118,3148,2019
66,Doug Jones\jonesdo01,1.3,73.1,2000,43,OAK,AL,54,0,0,0,22,4,2,0.667,2,86,34,32,18,54,3.93,3.54,16.9%,5.6%,120,0.338,6,319,295,18,2,4,2,2,2,5,2,2,1,0,1,0.292,0.334,0.427,0.762,95,1157,789
67,Jimmy Key\keyji01,1.3,79.1,1998,37,BAL,AL,25,11,0,0,4,6,3,0.667,0,77,39,37,23,53,4.2,3.61,16.2%,7.0%,108,0.298,5,327,299,15,6,0,3,1,1,8,3,6,0,1,1,0.258,0.316,0.398,0.714,86,,
68,Julio Machado\machaju01,1.3,88.2,1991,25,MIL,AL,54,0,0,0,13,3,3,0.5,3,65,36,34,55,98,3.45,4.37,26.4%,14.8%,117,0.265,12,371,308,11,0,1,3,3,2,10,5,5,1,0,5,0.211,0.334,0.364,0.698,95,,
69,Dennis Leonard\leonade01,1.3,192.2,1986,35,KCR,AL,33,30,5,2,0,8,13,0.381,0,207,106,95,51,114,4.44,3.93,13.9%,6.2%,95,0.296,22,821,753,31,8,6,4,4,9,12,19,8,1,1,6,0.275,0.321,0.425,0.746,100,,
70,Gaylord Perry\perryga01,1.3,186.1,1983,44,TOT,AL,30,30,3,1,0,7,14,0.333,0,214,108,96,49,82,4.64,4.4,10.1%,6.0%,91,0.296,24,811,741,22,7,4,4,11,6,22,8,5,2,0,5,0.289,0.334,0.435,0.768,107,,
71,Steve Renko\renkost01,1.3,121.1,1983,38,KCR,AL,25,17,1,0,2,6,11,0.353,1,144,63,58,36,54,4.3,3.72,10.1%,6.7%,95,0.312,9,536,492,27,1,1,0,4,4,7,19,5,0,0,4,0.293,0.338,0.407,0.745,104,,
72,Carl Morton\mortoca01,1.3,140.1,1976,32,ATL,NL,26,24,1,1,0,4,9,0.308,0,172,79,65,45,42,4.17,3.66,6.7%,7.1%,91,0.319,6,630,563,24,5,4,5,11,6,14,8,6,0,1,2,0.306,0.359,0.398,0.757,115,,
73,Mark Buehrle\buehrma01,1.2,198.2,2015,36,TOR,AL,32,32,4,1,0,15,8,0.652,0,214,100,84,33,91,3.81,4.26,11.0%,4.0%,108,0.289,22,827,768,46,6,4,7,10,9,28,0,2,3,0,0,0.279,0.311,0.44,0.751,101,2829,1868
74,Masato Yoshii\yoshima01,1.2,131.1,2002,37,MON,NL,31,20,1,0,4,4,9,0.308,0,143,66,60,32,74,4.11,4.14,13.4%,5.8%,103,0.303,15,553,507,27,1,2,4,4,5,18,5,4,0,0,5,0.282,0.327,0.428,0.755,100,1868,1215
75,Ramon Garcia\garcira03,1.2,158.2,1997,28,HOU,NL,42,20,1,1,5,9,8,0.529,1,155,71,65,52,120,3.69,4.39,18.1%,7.8%,109,0.297,20,665,592,23,3,1,9,10,2,15,19,7,4,2,3,0.262,0.33,0.412,0.742,101,,
76,Joe Hesketh\heskejo01,1.2,114,1994,35,BOS,AL,25,20,0,0,1,8,5,0.615,0,117,70,54,46,83,4.26,3.96,16.8%,9.3%,118,0.305,9,495,438,33,2,3,2,1,8,13,13,2,0,1,6,0.267,0.334,0.413,0.747,89,,
77,Charlie Leibrandt\leibrch01,1.2,150.1,1993,36,TEX,AL,26,26,1,0,0,9,10,0.474,0,169,84,76,45,89,4.55,4.08,13.6%,6.9%,92,0.311,15,656,595,40,4,5,4,8,4,11,19,5,6,2,5,0.284,0.336,0.44,0.777,110,,
78,John Denny\dennyjo01,1.2,171.1,1986,33,CIN,NL,27,27,2,1,0,11,10,0.524,0,179,89,80,56,115,4.2,3.62,15.7%,7.7%,92,0.308,15,731,658,36,5,9,4,9,4,18,12,9,2,1,2,0.272,0.331,0.41,0.741,106,,
79,Bruce Kison\kisonbr01,1.2,92,1985,35,BOS,AL,22,9,0,0,5,5,3,0.625,1,98,43,42,32,56,4.11,3.82,14.1%,8.0%,104,0.301,9,398,358,19,2,4,1,4,3,11,6,1,0,0,1,0.274,0.332,0.413,0.746,99,,
80,Danny Frisella\friseda01,1.2,72,1976,30,TOT,ML,50,0,0,0,34,5,2,0.714,10,49,26,25,47,54,3.12,4.4,17.6%,15.3%,113,0.215,7,307,253,2,2,6,1,3,3,4,12,3,2,0,9,0.194,0.319,0.3,0.619,83,,
81,Jordan Norberto\norbejo01,1.1,52,2012,25,OAK,AL,39,0,0,0,8,4,1,0.8,1,37,17,16,22,46,2.77,3.9,21.7%,10.4%,141,0.234,5,212,185,9,0,2,1,1,3,1,3,2,2,1,1,0.2,0.284,0.33,0.614,72,886,532
82,Garrett Stephenson\stephga01,1.1,174.1,2003,31,STL,NL,32,27,1,0,3,7,13,0.35,0,167,94,89,60,91,4.59,5.48,12.2%,8.0%,90,0.253,30,747,654,40,3,3,13,11,9,13,9,4,0,0,5,0.255,0.326,0.463,0.789,111,2770,1703
83,Kevin Tapani\tapanke01,1.1,168.1,2001,37,CHC,NL,29,29,0,0,0,9,14,0.391,0,186,93,84,40,149,4.49,3.97,20.4%,5.5%,92,0.326,24,729,667,36,3,6,7,12,3,8,7,8,1,0,3,0.279,0.325,0.45,0.775,107,2695,1722
84,Gene Nelson\nelsoge01,1.1,60.2,1993,32,TOT,AL,52,0,0,0,22,0,5,0,5,60,28,21,24,35,3.12,3.76,13.2%,9.1%,144,0.288,3,265,232,12,1,5,2,3,4,5,3,1,0,0,2,0.259,0.328,0.358,0.686,83,,
85,Jeff Robinson\robinje01,1.1,78,1992,31,CHC,NL,49,5,0,0,12,4,3,0.571,1,76,29,26,40,46,3,4.05,13.7%,11.9%,121,0.296,5,335,289,15,3,7,2,2,2,8,9,8,0,1,8,0.263,0.354,0.388,0.742,114,,
86,Vida Blue\bluevi01,1.1,156.2,1986,36,SFG,NL,28,28,0,0,0,10,10,0.5,0,137,65,57,77,100,3.27,4.55,15.1%,11.6%,108,0.257,19,663,573,24,4,3,0,7,6,10,11,14,2,1,5,0.239,0.326,0.394,0.721,109,,
87,Bob Humphreys\humphbo01,1.1,52.1,1970,34,TOT,AL,28,1,0,0,14,2,4,0.333,3,41,20,17,31,38,2.92,4.07,16.7%,13.7%,129,0.25,4,227,187,10,0,3,2,4,3,5,5,1,0,0,2,0.219,0.332,0.337,0.669,91,,
88,Michael Fulmer\fulmemi01,1,132.1,2018,25,DET,AL,24,24,0,0,0,3,12,0.2,0,128,75,69,46,110,4.69,4.52,19.7%,8.2%,96,0.289,19,558,504,31,2,1,5,1,2,14,1,4,0,0,1,0.254,0.321,0.437,0.758,103,2151,1406
89,John Lackey\lackejo01,1,170.2,2017,38,CHC,NL,31,30,0,0,0,12,12,0.5,0,165,93,87,53,149,4.59,5.3,20.4%,7.3%,96,0.27,36,731,654,30,2,3,12,3,9,14,13,2,0,2,11,0.252,0.316,0.469,0.785,105,2772,1774
90,Jeff Karstens\karstje01,1,90.2,2012,29,PIT,NL,19,15,0,0,0,5,4,0.556,0,89,41,40,15,66,3.97,3.32,17.7%,4.0%,95,0.295,8,372,348,17,1,0,1,7,1,6,8,0,1,1,3,0.256,0.288,0.379,0.667,88,1312,887
91,Darryl Kile\kileda01,1,84.2,2002,33,STL,NL,14,14,0,0,0,5,4,0.556,0,82,36,35,28,50,3.72,4.44,13.7%,7.7%,108,0.278,9,364,319,19,1,1,8,6,3,6,7,4,1,0,0,0.257,0.33,0.408,0.737,99,1356,852
92,Mike Oquist\oquismi01,1,140.2,1999,31,OAK,AL,28,24,0,0,1,9,10,0.474,0,158,86,84,64,89,5.37,4.94,14.2%,10.2%,85,0.309,18,629,559,40,6,5,2,3,1,12,5,6,0,0,2,0.283,0.358,0.472,0.83,116,,
93,Xavier Hernandez\hernaxa01,1,58,1998,32,TEX,AL,46,0,0,0,15,6,6,0.5,1,43,27,23,30,41,3.57,4.45,16.9%,12.4%,135,0.232,5,243,208,9,0,1,1,2,2,4,1,1,0,0,4,0.207,0.307,0.322,0.629,62,,
94,Jeff Parrett\parreje01,1,66.1,1996,34,TOT,NL,51,0,0,0,23,3,3,0.5,0,64,25,25,31,64,3.39,3.08,22.2%,10.8%,126,0.33,2,288,252,16,2,4,1,2,2,6,2,0,0,0,10,0.254,0.336,0.357,0.693,89,,
95,Oil Can Boyd\boydoi01,1,182.1,1991,31,TOT,ML,31,31,1,1,0,8,15,0.348,0,196,96,93,57,115,4.59,4.03,14.9%,7.4%,83,0.304,21,773,708,44,7,3,0,4,4,10,14,12,0,4,2,0.277,0.329,0.448,0.777,121,,
96,Bud Anderson\anderbu01,1,68.1,1983,27,CLE,AL,39,1,0,0,27,1,6,0.143,7,64,34,31,32,32,4.08,4.75,11.0%,11.0%,105,0.263,8,290,251,15,0,6,0,5,2,10,1,1,1,0,4,0.255,0.337,0.41,0.747,100,,
97,Fergie Jenkins\jenkife01,1,167.1,1983,40,CHC,NL,33,29,1,1,1,6,9,0.4,0,176,89,80,46,96,4.3,4.02,13.6%,6.5%,88,0.296,19,705,641,29,7,5,6,7,5,18,25,11,1,3,2,0.275,0.327,0.431,0.757,111,,
98,Mike Proly\prolymi01,1,83,1983,32,CHC,NL,60,0,0,0,8,1,5,0.167,1,79,35,33,38,31,3.58,4.2,8.8%,10.8%,106,0.271,5,351,305,15,1,13,1,3,4,12,8,3,1,1,2,0.259,0.339,0.364,0.703,98,,
99,Doug Capilla\capildo01,1,51,1981,29,CHC,NL,42,0,0,0,16,1,0,1,0,52,20,18,34,28,3.18,3.87,12.4%,15.1%,117,0.325,1,225,183,7,0,3,2,3,3,8,7,4,2,1,6,0.284,0.396,0.339,0.735,112,,
100,Dave Giusti\giustda01,1,85.2,1977,37,TOT,ML,60,0,0,0,44,3,5,0.375,7,84,41,37,34,43,3.89,3.84,12.0%,9.5%,107,0.286,6,359,321,11,4,7,0,3,1,4,9,4,2,0,5,0.262,0.331,0.377,0.708,92,,
101,Bart Johnson\johnsba01,1,92,1977,27,CHW,AL,29,4,0,0,11,4,5,0.444,2,114,48,41,38,46,4.01,3.75,10.8%,8.9%,103,0.329,5,426,377,21,4,3,2,4,5,2,10,2,0,0,3,0.302,0.365,0.419,0.784,113,,
102,Eddie Fisher\fisheed02,1,117.2,1973,36,TOT,ML,32,16,2,0,7,8,8,0.5,0,138,65,61,39,58,4.67,4.11,11.2%,7.5%,86,0.309,13,520,473,22,2,1,4,2,3,9,12,2,2,0,2,0.292,0.349,0.429,0.778,115,,
103,Louis Coleman\colemlo01,0.9,51.1,2018,32,DET,AL,51,0,0,0,9,4,1,0.8,0,43,21,20,24,41,3.51,4.58,18.9%,11.1%,129,0.271,5,217,183,10,0,2,6,1,3,9,0,0,0,0,0,0.235,0.338,0.372,0.71,93,840,510
104,Kevin Millwood\millwke01,0.9,161,2012,37,SEA,AL,28,28,1,1,0,6,12,0.333,0,168,86,76,56,107,4.25,3.91,15.5%,8.1%,90,0.308,13,689,620,29,5,3,3,6,4,20,18,3,0,0,5,0.271,0.332,0.397,0.729,107,2596,1629
105,Rick Reed\reedri01,0.9,135,2003,38,MIN,AL,27,21,2,1,1,6,12,0.333,0,155,80,76,29,71,5.07,4.76,12.2%,5.0%,90,0.295,21,583,543,31,2,2,5,2,4,8,5,5,0,0,3,0.285,0.325,0.466,0.791,105,2056,1362
106,Jeff Shaw\shawje01,0.9,74.2,2001,34,LAD,NL,77,0,0,0,66,3,5,0.375,43,63,32,30,18,58,3.62,4.04,19.1%,5.9%,110,0.25,10,303,278,14,2,8,2,3,2,3,2,1,0,1,0,0.227,0.277,0.399,0.676,83,1122,764
107,Frank Tanana\tananfr01,0.9,202.2,1993,39,TOT,ML,32,32,0,0,0,7,17,0.292,0,216,110,98,55,116,4.35,4.59,13.3%,6.3%,93,0.288,28,872,792,41,4,8,9,12,4,15,15,6,1,2,7,0.273,0.326,0.441,0.766,110,,
108,Juan Nieves\nieveju01,0.9,110.1,1988,23,MIL,AL,25,15,1,1,4,7,5,0.583,1,84,53,50,50,73,4.08,4.36,15.9%,10.9%,98,0.222,13,458,404,18,0,4,1,1,2,7,12,4,2,3,1,0.208,0.295,0.349,0.644,79,,
109,Manny Sarmiento\sarmima01,0.9,84.1,1983,27,PIT,NL,52,0,0,0,17,3,5,0.375,4,74,35,28,36,49,2.99,4.11,13.8%,10.1%,125,0.261,8,356,304,15,2,8,0,10,6,8,5,1,0,1,0,0.243,0.318,0.385,0.703,96,,
110,Paul Mitchell\mitchpa01,0.9,89.1,1980,30,MIL,AL,17,11,1,1,4,5,5,0.5,1,92,40,35,15,29,3.53,3.66,7.9%,4.1%,111,0.273,7,368,344,20,1,3,1,5,3,9,9,1,0,0,0,0.267,0.298,0.392,0.69,89,,
111,Jim Willoughby\willoji01,0.9,93.1,1978,29,CHW,AL,59,0,0,0,47,1,6,0.143,13,95,41,40,19,36,3.86,3.39,9.6%,5.1%,99,0.292,6,376,346,14,3,2,4,6,1,13,12,1,1,0,1,0.275,0.319,0.384,0.703,95,,
112,Brandon League\leagubr01,0.8,63,2014,31,LAD,NL,63,0,0,0,12,2,3,0.4,0,65,23,18,27,38,2.57,3.4,13.9%,9.9%,136,0.327,0,273,234,11,0,5,4,4,3,15,4,3,0,0,4,0.278,0.358,0.325,0.683,101,957,565
113,Cliff Lee\leecl02,0.8,81.1,2014,35,PHI,NL,13,13,1,0,0,4,5,0.444,0,100,40,33,12,72,3.65,2.96,20.5%,3.4%,103,0.368,7,352,329,16,3,0,1,7,3,4,4,2,1,0,1,0.304,0.328,0.435,0.762,116,1272,869
114,Jesse Litsch\litscje01,0.8,75,2011,26,TOR,AL,28,8,0,0,4,6,3,0.667,1,69,40,37,28,66,4.44,4.24,20.8%,8.8%,96,0.284,10,317,282,17,2,2,3,2,2,8,2,1,0,0,3,0.245,0.317,0.426,0.743,99,1272,771
115,Salomon Torres\torresa01,0.8,80,2008,36,MIL,NL,71,0,0,0,46,7,5,0.583,28,75,35,31,33,51,3.49,4.22,14.8%,9.6%,121,0.284,6,344,296,10,0,5,4,7,4,13,1,2,0,0,2,0.253,0.332,0.348,0.68,84,1282,782
116,Ugueth Urbina\urbinug01,0.8,79.2,2005,31,TOT,ML,81,0,0,0,22,5,6,0.455,10,56,34,32,39,97,3.62,4.05,29.4%,11.8%,121,0.243,12,330,289,18,0,4,1,0,1,1,7,0,0,0,1,0.194,0.291,0.381,0.672,78,1441,895
117,Dwight Gooden\goodedw01,0.8,105,2000,35,TOT,ML,27,14,0,0,3,6,5,0.545,2,119,64,55,44,55,4.71,6.28,11.8%,9.4%,104,0.284,23,467,414,24,1,3,3,4,2,9,11,6,1,0,5,0.287,0.359,0.517,0.875,120,1693,1001
118,Doug Johns\johnsdo04,0.8,86.2,1999,31,BAL,AL,32,5,0,0,2,6,4,0.6,0,81,45,43,25,50,4.47,4.47,13.6%,6.8%,104,0.262,9,368,327,18,1,2,8,1,7,9,3,0,0,0,1,0.248,0.311,0.391,0.702,82,,
119,Alvin Morman\mormaal01,0.8,53.1,1999,30,KCR,AL,49,0,0,0,2,2,4,0.333,1,66,27,24,23,31,4.05,4.95,12.6%,9.4%,123,0.33,6,246,215,11,2,0,4,0,4,5,6,4,3,0,1,0.307,0.378,0.46,0.839,113,,
120,Bill Gullickson\gullibi01,0.8,115.1,1994,35,DET,AL,21,19,1,0,1,4,5,0.444,0,156,79,76,25,65,5.93,5.46,12.5%,4.8%,82,0.333,24,521,484,27,6,2,4,7,1,3,8,3,0,0,4,0.322,0.36,0.552,0.912,130,,
121,Mark Williamson\willima05,0.8,67.1,1994,34,BAL,AL,28,2,0,0,4,3,1,0.75,1,75,33,30,17,28,4.01,4.88,9.6%,5.8%,125,0.281,9,291,270,15,2,1,2,0,2,4,4,1,0,0,0,0.278,0.323,0.448,0.771,93,,
122,Scott Terry\terrysc01,0.8,80.1,1991,31,STL,NL,65,0,0,0,13,4,4,0.5,1,76,31,25,32,52,2.8,2.92,15.3%,9.4%,132,0.298,1,339,305,11,2,14,0,2,0,6,7,3,0,0,0,0.249,0.32,0.308,0.629,83,,
123,Les Straker\strakle01,0.8,82.2,1988,28,MIN,AL,16,14,1,1,1,2,5,0.286,1,86,39,36,25,23,3.92,4.38,6.7%,7.3%,104,0.275,8,341,312,17,0,1,0,1,3,14,5,1,0,3,4,0.276,0.326,0.407,0.734,103,,
124,Mickey Mahler\mahlemi01,0.8,64,1986,33,TOT,AL,31,5,0,0,8,0,2,0,3,72,31,29,29,28,4.08,4.05,9.9%,10.2%,107,0.315,3,284,246,15,2,2,4,1,4,9,3,1,0,0,5,0.293,0.371,0.407,0.778,110,,
125,Pete Falcone\falcope01,0.8,120,1984,30,ATL,NL,35,16,2,1,6,5,7,0.417,2,115,61,55,57,55,4.12,4.9,10.5%,10.9%,94,0.257,15,523,456,20,2,3,0,7,3,7,12,7,0,0,4,0.252,0.333,0.404,0.737,106,,
126,Allen Ripley\ripleal01,0.8,122.2,1982,29,CHC,NL,28,19,0,0,5,5,7,0.417,0,130,61,58,38,57,4.26,4.04,11.1%,7.4%,88,0.299,12,512,456,29,6,6,2,9,7,10,15,5,2,3,6,0.285,0.338,0.454,0.792,124,,
127,Craig Skok\skokcr01,0.8,54.1,1979,31,ATL,NL,44,0,0,0,19,1,3,0.25,2,58,26,24,17,30,3.98,4.41,12.9%,7.3%,102,0.297,7,232,206,4,1,2,3,3,3,6,2,3,0,0,2,0.282,0.341,0.413,0.753,105,,
128,Turk Farrell\farretu01,0.8,74.1,1969,35,PHI,NL,46,0,0,0,27,3,4,0.429,3,92,33,33,27,40,4,3.96,12.0%,8.1%,90,0.331,8,333,300,18,4,6,1,3,2,7,3,2,0,0,2,0.307,0.364,0.473,0.837,143,,
129,Doug Fister\fistedo01,0.7,66,2018,34,TEX,AL,12,12,0,0,0,1,7,0.125,0,73,40,33,19,40,4.5,5.25,13.8%,6.6%,106,0.291,11,289,263,14,0,0,6,0,1,8,3,0,1,0,1,0.278,0.339,0.456,0.795,108,1115,690
